ROI (INR),4.2
ROI %,0.01
Max DD %,-0.04
Number of Trades,22
Number of Wins,7
Number of Loses,5
Hit Ratio %,31.82
Avg. Trades per Day,2
Number of Long Trades,22
Number of Short Trades,0
Max Gain (INR),18.8
Min Gain (INR),-19.9
Avg. Profit per Winning Trade (INR),5.3
Avg. Loss per Losing Trade (INR),-6.58
