ROI (INR),-39320.25
ROI %,-78.64
Max DD %,-91.69
Number of Trades,195
Number of Wins,95
Number of Loses,100
Hit Ratio %,48.72
Hit Ratio Day Wise %,33.84615384615385
Avg. Trades per Day,3
Number of Long Trades,130
Number of Short Trades,65
Max Gain (INR),4163.25
Min Gain (INR),-4902.75
Avg. Profit per Winning Trade (INR),785.9
Avg. Loss per Losing Trade (INR),-1045.5
