ROI (INR),-31095.75
ROI %,-62.19
Max DD %,-76.01
Number of Trades,126
Number of Wins,61
Number of Loses,65
Hit Ratio %,48.41
Avg. Trades per Day,3
Number of Long Trades,84
Number of Short Trades,42
Max Gain (INR),4341.75
Min Gain (INR),-4797.0
Avg. Profit per Winning Trade (INR),1760.75
Avg. Loss per Losing Trade (INR),-1968.27
