ROI (INR),-10.6
ROI %,-0.02
Max DD %,-0.18
Number of Trades,46
Number of Wins,18
Number of Loses,8
Hit Ratio %,39.13
Avg. Trades per Day,2
Number of Long Trades,46
Number of Short Trades,0
Max Gain (INR),50.4
Min Gain (INR),-90.4
Avg. Profit per Winning Trade (INR),10.29
Avg. Loss per Losing Trade (INR),-24.49
