ROI (INR),-7347.0
ROI %,-14.69
Max DD %,-35.34
Number of Trades,168
Number of Wins,89
Number of Loses,79
Hit Ratio %,52.98
Avg. Trades per Day,4
Number of Long Trades,84
Number of Short Trades,84
Max Gain (INR),15366.75
Min Gain (INR),-15366.75
Avg. Profit per Winning Trade (INR),2299.51
Avg. Loss per Losing Trade (INR),-2450.72
