ROI (INR),164.4
ROI %,0.33
Max DD %,-0.09
Number of Trades,27
Number of Wins,4
Number of Loses,6
Hit Ratio %,14.81
Avg. Trades per Day,1
Number of Long Trades,27
Number of Short Trades,0
Max Gain (INR),229.0
Min Gain (INR),-46.3
Avg. Profit per Winning Trade (INR),62.85
Avg. Loss per Losing Trade (INR),-14.5
