ROI (INR),131.4
ROI %,0.26
Max DD %,-0.37
Number of Trades,66
Number of Wins,30
Number of Loses,36
Hit Ratio %,45.45
Avg. Trades per Day,2
Number of Long Trades,32
Number of Short Trades,34
Max Gain (INR),92.2
Min Gain (INR),-40.1
Avg. Profit per Winning Trade (INR),26.72
Avg. Loss per Losing Trade (INR),-18.62
