ROI (INR),21.1
ROI %,0.04
Max DD %,-0.07
Number of Trades,41
Number of Wins,27
Number of Loses,14
Hit Ratio %,65.85
Avg. Trades per Day,2
Number of Long Trades,14
Number of Short Trades,27
Max Gain (INR),15.0
Min Gain (INR),-18.4
Avg. Profit per Winning Trade (INR),3.1
Avg. Loss per Losing Trade (INR),-4.04
