ROI (INR),-3.8
ROI %,-0.01
Max DD %,-0.06
Number of Trades,20
Number of Wins,6
Number of Loses,4
Hit Ratio %,30.0
Avg. Trades per Day,2
Number of Long Trades,20
Number of Short Trades,0
Max Gain (INR),18.8
Min Gain (INR),-19.9
Avg. Profit per Winning Trade (INR),5.65
Avg. Loss per Losing Trade (INR),-9.42
