ROI (INR),78.8
ROI %,0.16
Max DD %,-0.23
Number of Trades,17
Number of Wins,8
Number of Loses,9
Hit Ratio %,47.06
Avg. Trades per Day,1
Number of Long Trades,9
Number of Short Trades,8
Max Gain (INR),73.3
Min Gain (INR),-76.0
Avg. Profit per Winning Trade (INR),34.31
Avg. Loss per Losing Trade (INR),-21.74
