ROI (INR),-46.8
ROI %,-0.09
Max DD %,-0.34
Number of Trades,42
Number of Wins,19
Number of Loses,23
Hit Ratio %,45.24
Avg. Trades per Day,2
Number of Long Trades,25
Number of Short Trades,17
Max Gain (INR),84.3
Min Gain (INR),-34.7
Avg. Profit per Winning Trade (INR),24.84
Avg. Loss per Losing Trade (INR),-13.91
