ROI (INR),36.0
ROI %,0.07
Max DD %,-0.04
Number of Trades,20
Number of Wins,15
Number of Loses,5
Hit Ratio %,75.0
Avg. Trades per Day,2
Number of Long Trades,8
Number of Short Trades,12
Max Gain (INR),14.1
Min Gain (INR),-20.6
Avg. Profit per Winning Trade (INR),6.82
Avg. Loss per Losing Trade (INR),-7.8
