ROI (INR),199.0
ROI %,0.4
Max DD %,-0.11
Number of Trades,90
Number of Wins,56
Number of Loses,34
Hit Ratio %,62.22
Hit Ratio Day Wise %,62.33766233766234
Avg. Trades per Day,2
Number of Long Trades,44
Number of Short Trades,46
Max Gain (INR),39.4
Min Gain (INR),-34.05
Avg. Profit per Winning Trade (INR),11.37
Avg. Loss per Losing Trade (INR),-9.86
