ROI (INR),-129.5
ROI %,-0.26
Max DD %,-1.04
Number of Trades,160
Number of Wins,82
Number of Loses,78
Hit Ratio %,51.25
Avg. Trades per Day,3
Number of Long Trades,80
Number of Short Trades,80
Max Gain (INR),103.5
Min Gain (INR),-104.0
Avg. Profit per Winning Trade (INR),24.26
Avg. Loss per Losing Trade (INR),-20.32
