ROI (INR),120.6
ROI %,0.24
Max DD %,-0.26
Number of Trades,25
Number of Wins,6
Number of Loses,12
Hit Ratio %,24.0
Avg. Trades per Day,2
Number of Long Trades,25
Number of Short Trades,0
Max Gain (INR),239.8
Min Gain (INR),-30.6
Avg. Profit per Winning Trade (INR),55.37
Avg. Loss per Losing Trade (INR),-17.63
