ROI (INR),-37140.75
ROI %,-74.28
Max DD %,-84.65
Number of Trades,126
Number of Wins,60
Number of Loses,66
Hit Ratio %,47.62
Avg. Trades per Day,3
Number of Long Trades,84
Number of Short Trades,42
Max Gain (INR),6208.5
Min Gain (INR),-5999.25
Avg. Profit per Winning Trade (INR),1598.97
Avg. Loss per Losing Trade (INR),-1870.99
