ROI (INR),25.0
ROI %,0.05
Max DD %,-0.18
Number of Trades,22
Number of Wins,7
Number of Loses,15
Hit Ratio %,31.82
Avg. Trades per Day,1
Number of Long Trades,14
Number of Short Trades,8
Max Gain (INR),84.3
Min Gain (INR),-34.7
Avg. Profit per Winning Trade (INR),30.83
Avg. Loss per Losing Trade (INR),-12.72
