ROI (USD),1.96
ROI %,0.0
Max DD %,0.0
Number of Trades,3
Number of Wins,2
Number of Loses,1
Hit Ratio %,66.67
Avg. Trades per Day,3
Number of Long Trades,2
Number of Short Trades,1
Max Gain (USD),1.6
Min Gain (USD),-0.64
Avg. Profit per Winning Trade (USD),1.3
Avg. Loss per Losing Trade (USD),-0.64
