ROI (INR),-6430.0
ROI %,-12.86
Max DD %,-50.53
Number of Trades,312
Number of Wins,156
Number of Loses,156
Hit Ratio %,50.0
Hit Ratio Day Wise %,46.15384615384615
Avg. Trades per Day,3
Number of Long Trades,208
Number of Short Trades,104
Max Gain (INR),11050.0
Min Gain (INR),-11822.5
Avg. Profit per Winning Trade (INR),2422.16
Avg. Loss per Losing Trade (INR),-2230.48
