ROI (INR),-448.0
ROI %,-0.9
Max DD %,-1.04
Number of Trades,93
Number of Wins,39
Number of Loses,54
Hit Ratio %,41.94
Avg. Trades per Day,3
Number of Long Trades,44
Number of Short Trades,49
Max Gain (INR),58.5
Min Gain (INR),-104.0
Avg. Profit per Winning Trade (INR),18.14
Avg. Loss per Losing Trade (INR),-21.4
