,INST,EN_TIME,EN_ID,EN_TT,EN_Q,EN_PRICE,EN_CODE,EN_VAR,EX_TIME,EX_ID,EX_TT,EX_Q,EX_PRICE,EX_CODE,EX_VAR,PnL,PnL %,PnL CUM,PnL CUM %
0,NSE_EQ:TATASTEEL,2020-07-01 12:30:00,1cbefcf395c344c88a228a1b01c32ef6,BUY,1,322.6,INTRADAY,LIMIT,2020-07-01 15:30:00,c0d024b6a3be41f6a22efc826a8729aa,SELL,1,324.1,INTRADAY,MARKET,1.5,0.46,1.5,0.46
1,NSE_EQ:TATASTEEL,2020-07-03 09:45:00,ea5a4c6c63524f39a53de71f269ee256,SELL,1,330.8,INTRADAY,LIMIT,2020-07-03 10:00:00,03436b72ad8a47a8b29bb727876b0b95,BUY,1,334.1,INTRADAY,STOPLOSS_LIMIT,-3.3,-1.0,-1.8,-0.54
2,NSE_EQ:TATASTEEL,2020-07-03 12:30:00,a88484f7888f496e801515ff400f69ea,BUY,1,334.45,INTRADAY,LIMIT,2020-07-03 12:45:00,1dab5ff3edb046918fe45d43f189341e,SELL,1,333.5,INTRADAY,MARKET,-0.95,-0.28,-2.75,-0.82
3,NSE_EQ:TATASTEEL,2020-07-03 12:45:00,32948c0159da4481891bd29daec2ff0a,SELL,1,333.5,INTRADAY,LIMIT,2020-07-03 13:00:00,6f1fdd54207f499aae0d71ba41a94891,BUY,1,330.15,INTRADAY,LIMIT,3.35,1.0,0.6,0.18
4,NSE_EQ:TATASTEEL,2020-07-06 09:45:00,0f4ae537fdf643f2901eeb4aa3bc4a0f,BUY,1,332.35,INTRADAY,LIMIT,2020-07-06 10:00:00,5acd4ba4137243978efd9aec9054c329,SELL,1,335.65,INTRADAY,LIMIT,3.3,0.99,3.9,1.17
5,NSE_EQ:TATASTEEL,2020-07-06 13:30:00,b0400fc8e77941f8b72ace6bc3d53bca,SELL,1,339.65,INTRADAY,LIMIT,2020-07-06 15:30:00,f1c18daa21904a4abe92dc4d56574719,BUY,1,338.85,INTRADAY,MARKET,0.8,0.24,4.7,1.41
6,NSE_EQ:TATASTEEL,2020-07-07 13:15:00,311caaf7d5564030be54069c0998a7e4,BUY,1,332.6,INTRADAY,LIMIT,2020-07-07 13:30:00,e228d5c2165048eebc28db14e428c200,SELL,1,329.25,INTRADAY,STOPLOSS_LIMIT,-3.35,-1.01,1.35,0.4
7,NSE_EQ:TATASTEEL,2020-07-07 14:45:00,b5c5a86c76fb4f7f845ac7d9087501ae,SELL,1,329.3,INTRADAY,LIMIT,2020-07-07 15:30:00,a614b94300cd4d8f8dbbebfca00a8065,BUY,1,331.0,INTRADAY,MARKET,-1.7,-0.52,-0.35,-0.12
