ROI (USD),0.15
ROI %,0.0
Max DD %,0.0
Number of Trades,4
Number of Wins,2
Number of Loses,2
Hit Ratio %,50.0
Avg. Trades per Day,4
Number of Long Trades,2
Number of Short Trades,2
Max Gain (USD),1.15
Min Gain (USD),-1.0
Avg. Profit per Winning Trade (USD),0.98
Avg. Loss per Losing Trade (USD),-0.9
