ROI (INR),29.1
ROI %,0.06
Max DD %,-0.04
Number of Trades,16
Number of Wins,10
Number of Loses,6
Hit Ratio %,62.5
Avg. Trades per Day,2
Number of Long Trades,8
Number of Short Trades,8
Max Gain (INR),22.7
Min Gain (INR),-17.4
Avg. Profit per Winning Trade (INR),9.2
Avg. Loss per Losing Trade (INR),-5.88
