,INST,EN_TIME,EN_ID,EN_TT,EN_Q,EN_PRICE,EN_CODE,EN_VAR,EX_TIME,EX_ID,EX_TT,EX_Q,EX_PRICE,EX_CODE,EX_VAR,PnL,PnL %,PnL CUM,PnL CUM %
0,NSE_EQ:TATASTEEL,2020-07-09 09:45:00,a310755e3d8b4a1ab4667882bf25751d,BUY,1,345.0,INTRADAY,LIMIT,2020-07-09 10:00:00,56970bffe8be4650a71857bc4472e6c8,SELL,1,348.45,INTRADAY,LIMIT,3.45,1.0,3.45,1.0
1,NSE_EQ:TATASTEEL,2020-07-09 12:00:00,fb0835889fb14199a36ebdc2df1abc36,SELL,1,345.2,INTRADAY,LIMIT,2020-07-09 15:30:00,b58cdc7bc12d414fab6d7618d924c00e,BUY,1,345.0,INTRADAY,MARKET,0.2,0.06,3.65,1.06
