ROI (INR),23430.0
ROI %,46.86
Max DD %,-34.41
Number of Trades,126
Number of Wins,67
Number of Loses,59
Hit Ratio %,53.17
Avg. Trades per Day,3
Number of Long Trades,84
Number of Short Trades,42
Max Gain (INR),11360.0
Min Gain (INR),-11360.0
Avg. Profit per Winning Trade (INR),3273.61
Avg. Loss per Losing Trade (INR),-2987.46
