ROI (INR),14306.25
ROI %,28.61
Max DD %,-36.68
Number of Trades,126
Number of Wins,74
Number of Loses,52
Hit Ratio %,58.73
Avg. Trades per Day,2
Number of Long Trades,0
Number of Short Trades,126
Max Gain (INR),5325.0
Min Gain (INR),-14204.25
Avg. Profit per Winning Trade (INR),2110.57
Avg. Loss per Losing Trade (INR),-2566.04
