ROI (INR),-38097.75
ROI %,-76.2
Max DD %,-87.95
Number of Trades,126
Number of Wins,62
Number of Loses,64
Hit Ratio %,49.21
Avg. Trades per Day,3
Number of Long Trades,84
Number of Short Trades,42
Max Gain (INR),6208.5
Min Gain (INR),-5999.25
Avg. Profit per Winning Trade (INR),1381.11
Avg. Loss per Losing Trade (INR),-1803.75
