ROI (INR),13.95
ROI %,0.03
Max DD %,-0.11
Number of Trades,126
Number of Wins,75
Number of Loses,51
Hit Ratio %,59.52
Hit Ratio Day Wise %,54.21686746987952
Avg. Trades per Day,2
Number of Long Trades,68
Number of Short Trades,58
Max Gain (INR),19.5
Min Gain (INR),-12.8
Avg. Profit per Winning Trade (INR),3.79
Avg. Loss per Losing Trade (INR),-3.52
