ROI (INR),-53337.5
ROI %,-106.68
Max DD %,-124.08
Number of Trades,189
Number of Wins,87
Number of Loses,102
Hit Ratio %,46.03
Avg. Trades per Day,3
Number of Long Trades,126
Number of Short Trades,63
Max Gain (INR),5612.5
Min Gain (INR),-5380.0
Avg. Profit per Winning Trade (INR),1610.34
Avg. Loss per Losing Trade (INR),-1801.72
