ROI (INR),76.4
ROI %,0.15
Max DD %,-0.17
Number of Trades,41
Number of Wins,3
Number of Loses,7
Hit Ratio %,7.32
Avg. Trades per Day,2
Number of Long Trades,41
Number of Short Trades,0
Max Gain (INR),168.0
Min Gain (INR),-77.7
Avg. Profit per Winning Trade (INR),91.83
Avg. Loss per Losing Trade (INR),-28.44
