ROI (INR),-36520.0
ROI %,-73.04
Max DD %,-76.24
Number of Trades,126
Number of Wins,59
Number of Loses,67
Hit Ratio %,46.83
Avg. Trades per Day,3
Number of Long Trades,84
Number of Short Trades,42
Max Gain (INR),4487.5
Min Gain (INR),-5380.0
Avg. Profit per Winning Trade (INR),1591.98
Avg. Loss per Losing Trade (INR),-1804.4
