ROI (INR),163.6
ROI %,0.33
Max DD %,-0.24
Number of Trades,66
Number of Wins,32
Number of Loses,34
Hit Ratio %,48.48
Avg. Trades per Day,2
Number of Long Trades,34
Number of Short Trades,32
Max Gain (INR),167.9
Min Gain (INR),-68.4
Avg. Profit per Winning Trade (INR),20.37
Avg. Loss per Losing Trade (INR),-11.36
