ROI (INR),124.0
ROI %,0.25
Max DD %,-0.03
Number of Trades,14
Number of Wins,5
Number of Loses,2
Hit Ratio %,35.71
Avg. Trades per Day,1
Number of Long Trades,14
Number of Short Trades,0
Max Gain (INR),73.3
Min Gain (INR),-16.9
Avg. Profit per Winning Trade (INR),28.92
Avg. Loss per Losing Trade (INR),-10.3
