ROI (INR),21415.5
ROI %,42.83
Max DD %,-30.41
Number of Trades,84
Number of Wins,54
Number of Loses,30
Hit Ratio %,64.29
Avg. Trades per Day,2
Number of Long Trades,0
Number of Short Trades,84
Max Gain (INR),5999.25
Min Gain (INR),-14204.25
Avg. Profit per Winning Trade (INR),2172.22
Avg. Loss per Losing Trade (INR),-2906.52
