ROI (INR),-54.9
ROI %,-0.11
Max DD %,-0.29
Number of Trades,77
Number of Wins,50
Number of Loses,27
Hit Ratio %,64.94
Avg. Trades per Day,2
Number of Long Trades,38
Number of Short Trades,39
Max Gain (INR),50.4
Min Gain (INR),-41.8
Avg. Profit per Winning Trade (INR),7.92
Avg. Loss per Losing Trade (INR),-12.6
