ROI (INR),124.1
ROI %,0.25
Max DD %,-0.01
Number of Trades,14
Number of Wins,5
Number of Loses,2
Hit Ratio %,35.71
Avg. Trades per Day,1
Number of Long Trades,14
Number of Short Trades,0
Max Gain (INR),73.3
Min Gain (INR),-6.0
Avg. Profit per Winning Trade (INR),26.76
Avg. Loss per Losing Trade (INR),-4.85
