ROI (INR),-91.0
ROI %,-0.18
Max DD %,-0.18
Number of Trades,16
Number of Wins,0
Number of Loses,5
Hit Ratio %,0.0
Avg. Trades per Day,1
Number of Long Trades,16
Number of Short Trades,0
Max Gain (INR),-3.9
Min Gain (INR),-36.7
Avg. Profit per Winning Trade (INR),-
Avg. Loss per Losing Trade (INR),-18.2
