ROI (INR),1265.25
ROI %,2.53
Max DD %,-2.04
Number of Trades,7
Number of Wins,4
Number of Loses,3
Hit Ratio %,57.14
Avg. Trades per Day,7
Number of Long Trades,7
Number of Short Trades,0
Max Gain (INR),1125.0
Min Gain (INR),-1068.0
Avg. Profit per Winning Trade (INR),668.06
Avg. Loss per Losing Trade (INR),-469.0
